District ,Crop,Crop_Year,Season,Area ,Production
WASHIM,Other Kharif pulses,2001,Kharif     ,5400,1400
WASHIM,Other Kharif pulses,2002,Kharif     ,400,100
WASHIM,Other Kharif pulses,2003,Kharif     ,200,100
WASHIM,Other Kharif pulses,2004,Kharif     ,100,0
WASHIM,Other Kharif pulses,2005,Kharif     ,300,100
WASHIM,Other Kharif pulses,2006,Kharif     ,200,100
WASHIM,Other Kharif pulses,2007,Kharif     ,200,100
WASHIM,Other Kharif pulses,2008,Kharif     ,100,
WASHIM,Other Kharif pulses,2009,Kharif     ,200,
WASHIM,Other Kharif pulses,2010,Kharif     ,100,100
WASHIM,Other Kharif pulses,2011,Kharif     ,100,100
WASHIM,Other Kharif pulses,2012,Kharif     ,100,100
WASHIM,Other Kharif pulses,2013,Kharif     ,1600,1000
WASHIM,Other Kharif pulses,2014,Kharif     ,400,200
WASHIM,Other Kharif pulses,2016,Kharif     ,100,40
WASHIM,Other Kharif pulses,2017,Kharif     ,2,1
WASHIM,Other Kharif pulses,2018,Kharif     ,2266,906
WASHIM,Other Kharif pulses,2019,Kharif     ,2807,1263
YAVATMAL,Other Kharif pulses,1998,Kharif     ,1600,700
YAVATMAL,Other Kharif pulses,1999,Kharif     ,1700,400
YAVATMAL,Other Kharif pulses,2000,Kharif     ,13500,4900
YAVATMAL,Other Kharif pulses,2001,Kharif     ,6400,1700
YAVATMAL,Other Kharif pulses,2002,Kharif     ,200,100
YAVATMAL,Other Kharif pulses,2003,Kharif     ,1400,400
YAVATMAL,Other Kharif pulses,2004,Kharif     ,500,100
YAVATMAL,Other Kharif pulses,2005,Kharif     ,500,200
AHMEDNAGAR,other oilseeds,2003,Kharif     ,100,0
AHMEDNAGAR,other oilseeds,2015,Rabi       ,4,1
AHMEDNAGAR,other oilseeds,2019,Kharif     ,103,21
AHMEDNAGAR,other oilseeds,2019,Rabi       ,47,3
AMRAVATI,other oilseeds,2003,Kharif     ,1900,500
AMRAVATI,other oilseeds,2017,Summer     ,20,4
AMRAVATI,other oilseeds,2018,Summer     ,22,4
AMRAVATI,other oilseeds,2019,Rabi       ,666,266
AURANGABAD,other oilseeds,2003,Kharif     ,200,100
AURANGABAD,other oilseeds,2015,Rabi       ,400,40
AURANGABAD,other oilseeds,2019,Kharif     ,681,102
AURANGABAD,other oilseeds,2019,Rabi       ,618,185
BEED,other oilseeds,2003,Kharif     ,1300,200
BEED,other oilseeds,2015,Rabi       ,130,20
BEED,other oilseeds,2019,Kharif     ,1138,228
BEED,other oilseeds,2019,Rabi       ,169,51
BHANDARA,other oilseeds,2015,Rabi       ,130,10
BHANDARA,other oilseeds,2019,Rabi       ,402,402
BULDHANA,other oilseeds,2003,Kharif     ,300,100
BULDHANA,other oilseeds,2015,Rabi       ,100,100
BULDHANA,other oilseeds,2016,Summer     ,80,10
BULDHANA,other oilseeds,2017,Summer     ,590,120
BULDHANA,other oilseeds,2018,Summer     ,60,11
BULDHANA,other oilseeds,2019,Kharif     ,545,273
BULDHANA,other oilseeds,2019,Rabi       ,231,100
CHANDRAPUR,other oilseeds,2003,Kharif     ,100,0
CHANDRAPUR,other oilseeds,2015,Rabi       ,700,300
CHANDRAPUR,other oilseeds,2019,Rabi       ,89,31
DHULE,other oilseeds,2003,Kharif     ,200,100
DHULE,other oilseeds,2019,Kharif     ,163,73
DHULE,other oilseeds,2019,Rabi       ,999,150
DHULE,other oilseeds,2019,Summer     ,679,512
GADCHIROLI,other oilseeds,2015,Rabi       ,900,200
GADCHIROLI,other oilseeds,2015,Summer     ,5,
GADCHIROLI,other oilseeds,2016,Summer     ,18,4
GADCHIROLI,other oilseeds,2019,Rabi       ,705,199
GONDIA,other oilseeds,2003,Kharif     ,100,0
GONDIA,other oilseeds,2015,Rabi       ,60,10
GONDIA,other oilseeds,2019,Rabi       ,92,35
HINGOLI,other oilseeds,2003,Kharif     ,300,100
HINGOLI,other oilseeds,2015,Rabi       ,410,20
HINGOLI,other oilseeds,2019,Kharif     ,44,7
HINGOLI,other oilseeds,2019,Summer     ,210,
JALGAON,other oilseeds,2003,Kharif     ,200,100
JALGAON,other oilseeds,2015,Rabi       ,100,60
JALGAON,other oilseeds,2015,Summer     ,100,40
JALGAON,other oilseeds,2019,Kharif     ,41,8
JALGAON,other oilseeds,2019,Summer     ,127,81
JALNA,other oilseeds,2003,Kharif     ,800,200
JALNA,other oilseeds,2019,Kharif     ,28,4
JALNA,other oilseeds,2019,Rabi       ,187,25
JALNA,other oilseeds,2019,Summer     ,14,
KOLHAPUR,other oilseeds,2015,Summer     ,100,200
KOLHAPUR,other oilseeds,2016,Summer     ,160,80
KOLHAPUR,other oilseeds,2017,Summer     ,3,15
KOLHAPUR,other oilseeds,2019,Rabi       ,92,16
LATUR,other oilseeds,2015,Rabi       ,570,40
LATUR,other oilseeds,2019,Kharif     ,39,8
LATUR,other oilseeds,2019,Rabi       ,356,119
NAGPUR,other oilseeds,2003,Kharif     ,100,0
NAGPUR,other oilseeds,2015,Rabi       ,500,200
NAGPUR,other oilseeds,2015,Summer     ,2,
NAGPUR,other oilseeds,2019,Kharif     ,103,34
NAGPUR,other oilseeds,2019,Rabi       ,102,33
NANDED,other oilseeds,2003,Kharif     ,1700,400
NANDED,other oilseeds,2015,Rabi       ,50,
NANDED,other oilseeds,2019,Kharif     ,5,1
NANDED,other oilseeds,2019,Rabi       ,1560,344
NANDED,other oilseeds,2019,Summer     ,46,
NANDURBAR,other oilseeds,2003,Kharif     ,200,100
NANDURBAR,other oilseeds,2015,Rabi       ,1600,300
NANDURBAR,other oilseeds,2015,Summer     ,100,100
NANDURBAR,other oilseeds,2016,Summer     ,20,9
NANDURBAR,other oilseeds,2017,Summer     ,6,36
NANDURBAR,other oilseeds,2019,Kharif     ,1925,491
NANDURBAR,other oilseeds,2019,Rabi       ,155,37
NANDURBAR,other oilseeds,2019,Summer     ,41,36
NASHIK,other oilseeds,2003,Kharif     ,16400,2500
NASHIK,other oilseeds,2015,Rabi       ,300,100
NASHIK,other oilseeds,2019,Kharif     ,13,6
NASHIK,other oilseeds,2019,Rabi       ,16,30
OSMANABAD,other oilseeds,2003,Kharif     ,800,100
OSMANABAD,other oilseeds,2015,Rabi       ,1020,60
OSMANABAD,other oilseeds,2019,Kharif     ,3151,659
OSMANABAD,other oilseeds,2019,Rabi       ,1861,579
PALGHAR,other oilseeds,2015,Rabi       ,10,10
PALGHAR,other oilseeds,2019,Rabi       ,20,12
PARBHANI,other oilseeds,2003,Kharif     ,500,200
PARBHANI,other oilseeds,2019,Kharif     ,24,6
PARBHANI,other oilseeds,2019,Rabi       ,258,40
PARBHANI,other oilseeds,2019,Summer     ,69,
PUNE,other oilseeds,2015,Rabi       ,500,100
PUNE,other oilseeds,2019,Kharif     ,9,2
PUNE,other oilseeds,2019,Rabi       ,215,35
RAIGAD,other oilseeds,2015,Rabi       ,300,200
RAIGAD,other oilseeds,2019,Rabi       ,164,106
RATNAGIRI,other oilseeds,2015,Rabi       ,100,
RATNAGIRI,other oilseeds,2019,Kharif     ,12,3
RATNAGIRI,other oilseeds,2019,Rabi       ,212,137
SANGLI,other oilseeds,2018,Summer     ,1,
SANGLI,other oilseeds,2019,Kharif     ,34,6
SANGLI,other oilseeds,2019,Rabi       ,4,
SATARA,other oilseeds,2015,Rabi       ,100,13
SATARA,other oilseeds,2019,Kharif     ,3,1
SATARA,other oilseeds,2019,Rabi       ,64,11
SINDHUDURG,other oilseeds,2015,Rabi       ,700,500
SINDHUDURG,other oilseeds,2019,Rabi       ,54,31
SOLAPUR,other oilseeds,2003,Kharif     ,100,0
SOLAPUR,other oilseeds,2015,Rabi       ,100,10
SOLAPUR,other oilseeds,2019,Kharif     ,163,41
SOLAPUR,other oilseeds,2019,Rabi       ,393,71
SOLAPUR,other oilseeds,2019,Summer     ,90,57
THANE,other oilseeds,2015,Rabi       ,10,10
THANE,other oilseeds,2019,Rabi       ,7,3
WARDHA,other oilseeds,2003,Kharif     ,100,0
WARDHA,other oilseeds,2015,Rabi       ,60,20
WARDHA,other oilseeds,2019,Kharif     ,51,15
WASHIM,other oilseeds,2003,Kharif     ,100,0
WASHIM,other oilseeds,2015,Rabi       ,300,40
WASHIM,other oilseeds,2016,Summer     ,3,1
WASHIM,other oilseeds,2017,Summer     ,2,0
WASHIM,other oilseeds,2019,Kharif     ,2359,1260
WASHIM,other oilseeds,2019,Rabi       ,575,98
YAVATMAL,other oilseeds,2003,Kharif     ,100,0
YAVATMAL,other oilseeds,2019,Rabi       ,204,82
AHMEDNAGAR,Other Summer Pulses,2016,Summer     ,100,100
AHMEDNAGAR,Other Summer Pulses,2017,Summer     ,20,4
AHMEDNAGAR,Other Summer Pulses,2018,Summer     ,17,17
AHMEDNAGAR,Other Summer Pulses,2019,Summer     ,569,535
AKOLA,Other Summer Pulses,2019,Summer     ,169,32
AMRAVATI,Other Summer Pulses,2016,Summer     ,400,200
AMRAVATI,Other Summer Pulses,2017,Summer     ,1300,400
AMRAVATI,Other Summer Pulses,2018,Summer     ,1290,390
AMRAVATI,Other Summer Pulses,2019,Summer     ,3030,2121
AURANGABAD,Other Summer Pulses,2016,Summer     ,10,10
BEED,Other Summer Pulses,2019,Summer     ,47,60
BHANDARA,Other Summer Pulses,2016,Summer     ,100,50
BHANDARA,Other Summer Pulses,2017,Summer     ,101,15
BHANDARA,Other Summer Pulses,2018,Summer     ,60,10
BHANDARA,Other Summer Pulses,2019,Summer     ,257,68
BULDHANA,Other Summer Pulses,2016,Summer     ,30,20
BULDHANA,Other Summer Pulses,2017,Summer     ,30,10
BULDHANA,Other Summer Pulses,2018,Summer     ,15,5
BULDHANA,Other Summer Pulses,2019,Summer     ,1831,370
CHANDRAPUR,Other Summer Pulses,2016,Summer     ,50,20
CHANDRAPUR,Other Summer Pulses,2017,Summer     ,30,12
CHANDRAPUR,Other Summer Pulses,2018,Summer     ,10,6
CHANDRAPUR,Other Summer Pulses,2019,Summer     ,84,19
GADCHIROLI,Other Summer Pulses,2016,Summer     ,20,10
GADCHIROLI,Other Summer Pulses,2017,Summer     ,44,9
GADCHIROLI,Other Summer Pulses,2019,Summer     ,36,15
GONDIA,Other Summer Pulses,2016,Summer     ,10,3
GONDIA,Other Summer Pulses,2017,Summer     ,10,4
GONDIA,Other Summer Pulses,2018,Summer     ,10,4
GONDIA,Other Summer Pulses,2019,Summer     ,230,64
HINGOLI,Other Summer Pulses,2019,Summer     ,1,
JALGAON,Other Summer Pulses,2017,Summer     ,120,53
JALGAON,Other Summer Pulses,2019,Summer     ,2397,599
JALNA,Other Summer Pulses,2016,Summer     ,10,10
JALNA,Other Summer Pulses,2019,Summer     ,32,30
KOLHAPUR,Other Summer Pulses,2016,Summer     ,300,300
KOLHAPUR,Other Summer Pulses,2017,Summer     ,40,22
KOLHAPUR,Other Summer Pulses,2018,Summer     ,30,10
KOLHAPUR,Other Summer Pulses,2019,Summer     ,801,369
NAGPUR,Other Summer Pulses,2016,Summer     ,20,10
NAGPUR,Other Summer Pulses,2017,Summer     ,41,14
NAGPUR,Other Summer Pulses,2019,Summer     ,17,4
NANDURBAR,Other Summer Pulses,2016,Summer     ,400,300
NANDURBAR,Other Summer Pulses,2017,Summer     ,300,100
NANDURBAR,Other Summer Pulses,2018,Summer     ,360,150
NANDURBAR,Other Summer Pulses,2019,Summer     ,1444,620
NASHIK,Other Summer Pulses,2017,Summer     ,14,6
NASHIK,Other Summer Pulses,2018,Summer     ,13,10
PUNE,Other Summer Pulses,2016,Summer     ,100,100
PUNE,Other Summer Pulses,2019,Summer     ,252,249
SOLAPUR,Other Summer Pulses,2016,Summer     ,100,100
SOLAPUR,Other Summer Pulses,2017,Summer     ,6,1
SOLAPUR,Other Summer Pulses,2019,Summer     ,2,2
WASHIM,Other Summer Pulses,2016,Summer     ,500,200
WASHIM,Other Summer Pulses,2017,Summer     ,28,11
WASHIM,Other Summer Pulses,2018,Summer     ,120,30
WASHIM,Other Summer Pulses,2019,Summer     ,1097,280
YAVATMAL,Other Summer Pulses,2016,Summer     ,20,10
YAVATMAL,Other Summer Pulses,2017,Summer     ,80,30
YAVATMAL,Other Summer Pulses,2018,Summer     ,105,16
YAVATMAL,Other Summer Pulses,2019,Summer     ,389,89
AHMEDNAGAR,Ragi,1997,Kharif     ,2600,2100
AHMEDNAGAR,Ragi,1998,Kharif     ,3000,2100
AHMEDNAGAR,Ragi,1999,Kharif     ,2600,2500
AHMEDNAGAR,Ragi,2000,Kharif     ,4800,4300
AHMEDNAGAR,Ragi,2001,Kharif     ,4600,7000
AHMEDNAGAR,Ragi,2002,Kharif     ,4600,3900
AHMEDNAGAR,Ragi,2003,Kharif     ,4600,3700
AHMEDNAGAR,Ragi,2004,Kharif     ,3000,2400
AHMEDNAGAR,Ragi,2005,Kharif     ,2900,2300
AHMEDNAGAR,Ragi,2006,Kharif     ,3100,2100
AHMEDNAGAR,Ragi,2007,Kharif     ,2600,2300
AHMEDNAGAR,Ragi,2008,Kharif     ,2600,2600
AHMEDNAGAR,Ragi,2009,Kharif     ,2600,1700
AHMEDNAGAR,Ragi,2010,Kharif     ,2800,2600
AHMEDNAGAR,Ragi,2011,Kharif     ,2800,3200
AHMEDNAGAR,Ragi,2012,Kharif     ,2800,3100
AHMEDNAGAR,Ragi,2013,Kharif     ,2800,3600
AHMEDNAGAR,Ragi,2014,Kharif     ,3000,3300
AHMEDNAGAR,Ragi,2015,Kharif     ,100,100
AHMEDNAGAR,Ragi,2016,Kharif     ,100,100
AHMEDNAGAR,Ragi,2017,Kharif     ,100,100
AHMEDNAGAR,Ragi,2018,Kharif     ,118,84
AHMEDNAGAR,Ragi,2019,Kharif     ,142,164
AURANGABAD,Ragi,2019,Kharif     ,317,331
BEED,Ragi,2019,Kharif     ,38,40
BULDHANA,Ragi,2016,Kharif     ,5,3
BULDHANA,Ragi,2019,Kharif     ,10,10
DHULE,Ragi,1997,Kharif     ,9300,12800
DHULE,Ragi,1998,Kharif     ,9100,7100
DHULE,Ragi,1999,Kharif     ,6500,5300
DHULE,Ragi,2000,Kharif     ,6500,3000
DHULE,Ragi,2001,Kharif     ,6500,8900
DHULE,Ragi,2002,Kharif     ,6100,4400
DHULE,Ragi,2003,Kharif     ,5700,6200
DHULE,Ragi,2004,Kharif     ,5900,6900
DHULE,Ragi,2005,Kharif     ,4600,3300
DHULE,Ragi,2006,Kharif     ,4100,2600
DHULE,Ragi,2007,Kharif     ,3000,2900
DHULE,Ragi,2008,Kharif     ,3000,1700
DHULE,Ragi,2009,Kharif     ,2600,1600
DHULE,Ragi,2010,Kharif     ,3000,3600
DHULE,Ragi,2011,Kharif     ,800,600
DHULE,Ragi,2012,Kharif     ,800,1100
DHULE,Ragi,2013,Kharif     ,800,1300
DHULE,Ragi,2014,Kharif     ,1000,1300
DHULE,Ragi,2015,Kharif     ,1100,500
DHULE,Ragi,2016,Kharif     ,1800,2000
DHULE,Ragi,2017,Kharif     ,1600,2200
DHULE,Ragi,2018,Kharif     ,1570,1042
DHULE,Ragi,2019,Kharif     ,1547,998
KOLHAPUR,Ragi,1997,Kharif     ,24700,24300
KOLHAPUR,Ragi,1998,Kharif     ,25400,38400
KOLHAPUR,Ragi,1999,Kharif     ,25800,42000
KOLHAPUR,Ragi,2000,Kharif     ,24800,34700
KOLHAPUR,Ragi,2001,Kharif     ,23700,45300
KOLHAPUR,Ragi,2002,Kharif     ,23500,33100
KOLHAPUR,Ragi,2003,Kharif     ,23100,36400
KOLHAPUR,Ragi,2004,Kharif     ,23800,30400
KOLHAPUR,Ragi,2005,Kharif     ,24200,32200
KOLHAPUR,Ragi,2006,Kharif     ,23300,30700
KOLHAPUR,Ragi,2007,Kharif     ,23100,34500
KOLHAPUR,Ragi,2008,Kharif     ,23300,30800
KOLHAPUR,Ragi,2009,Kharif     ,22900,35300
KOLHAPUR,Ragi,2010,Kharif     ,21900,40700
KOLHAPUR,Ragi,2011,Kharif     ,21400,31100
KOLHAPUR,Ragi,2012,Kharif     ,21900,35500
KOLHAPUR,Ragi,2013,Kharif     ,21900,32900
KOLHAPUR,Ragi,2014,Kharif     ,21200,33900
KOLHAPUR,Ragi,2015,Kharif     ,20800,27300
KOLHAPUR,Ragi,2016,Kharif     ,21700,36100
KOLHAPUR,Ragi,2017,Kharif     ,21300,34000
KOLHAPUR,Ragi,2018,Kharif     ,19332,31077
KOLHAPUR,Ragi,2019,Kharif     ,18939,31604
NANDURBAR,Ragi,2000,Kharif     ,400,200
NANDURBAR,Ragi,2001,Kharif     ,400,400
NANDURBAR,Ragi,2002,Kharif     ,300,200
NANDURBAR,Ragi,2003,Kharif     ,300,300
NANDURBAR,Ragi,2004,Kharif     ,300,300
NANDURBAR,Ragi,2005,Kharif     ,200,200
NANDURBAR,Ragi,2006,Kharif     ,100,100
NANDURBAR,Ragi,2008,Kharif     ,400,300
NANDURBAR,Ragi,2009,Kharif     ,400,200
NANDURBAR,Ragi,2010,Kharif     ,400,200
NANDURBAR,Ragi,2015,Kharif     ,100,0
NANDURBAR,Ragi,2016,Kharif     ,20,20
NANDURBAR,Ragi,2017,Kharif     ,17,10
NANDURBAR,Ragi,2018,Kharif     ,27,23
NANDURBAR,Ragi,2019,Kharif     ,45,26
NASHIK,Ragi,1997,Kharif     ,45200,38900
NASHIK,Ragi,1998,Kharif     ,44800,39500
NASHIK,Ragi,1999,Kharif     ,45100,40400
NASHIK,Ragi,2000,Kharif     ,44800,21500
NASHIK,Ragi,2001,Kharif     ,44900,46500
NASHIK,Ragi,2002,Kharif     ,42000,25700
NASHIK,Ragi,2003,Kharif     ,41900,39300
NASHIK,Ragi,2004,Kharif     ,41400,40200
NASHIK,Ragi,2005,Kharif     ,35600,31900
NASHIK,Ragi,2006,Kharif     ,36000,27400
NASHIK,Ragi,2007,Kharif     ,33000,26000
NASHIK,Ragi,2008,Kharif     ,32700,29000
NASHIK,Ragi,2009,Kharif     ,27900,13000
NASHIK,Ragi,2010,Kharif     ,27500,12300
NASHIK,Ragi,2011,Kharif     ,40000,36300
NASHIK,Ragi,2012,Kharif     ,35900,35400
NASHIK,Ragi,2013,Kharif     ,35900,33800
NASHIK,Ragi,2014,Kharif     ,28500,19000
NASHIK,Ragi,2015,Kharif     ,25500,19400
NASHIK,Ragi,2016,Kharif     ,25500,23400
NASHIK,Ragi,2017,Kharif     ,26000,19000
NASHIK,Ragi,2018,Kharif     ,20703,18010
NASHIK,Ragi,2019,Kharif     ,21385,13664
OSMANABAD,Ragi,2019,Kharif     ,1,1
PALGHAR,Ragi,2014,Kharif     ,10100,7000
PALGHAR,Ragi,2015,Kharif     ,11000,8700
PALGHAR,Ragi,2016,Kharif     ,11300,10500
PALGHAR,Ragi,2017,Kharif     ,11300,10500
PALGHAR,Ragi,2018,Kharif     ,6800,4813
PALGHAR,Ragi,2019,Kharif     ,13004,9952
PUNE,Ragi,1997,Kharif     ,12200,9800
PUNE,Ragi,1998,Kharif     ,12300,8400
PUNE,Ragi,1999,Kharif     ,12700,12500
PUNE,Ragi,2000,Kharif     ,12500,11200
PUNE,Ragi,2001,Kharif     ,11700,9700
PUNE,Ragi,2002,Kharif     ,12000,10300
PUNE,Ragi,2003,Kharif     ,13000,10400
PUNE,Ragi,2004,Kharif     ,13600,11000
PUNE,Ragi,2005,Kharif     ,12700,10200
PUNE,Ragi,2006,Kharif     ,13800,9500
PUNE,Ragi,2007,Kharif     ,12500,11100
PUNE,Ragi,2008,Kharif     ,9100,9200
PUNE,Ragi,2009,Kharif     ,9400,6300
PUNE,Ragi,2010,Kharif     ,9400,8600
PUNE,Ragi,2011,Kharif     ,10300,11900
PUNE,Ragi,2012,Kharif     ,10600,11700
PUNE,Ragi,2013,Kharif     ,10600,13600
PUNE,Ragi,2014,Kharif     ,12100,13200
PUNE,Ragi,2015,Kharif     ,3200,2700
PUNE,Ragi,2016,Kharif     ,3500,2900
PUNE,Ragi,2017,Kharif     ,2700,2200
PUNE,Ragi,2018,Kharif     ,2479,1767
PUNE,Ragi,2019,Kharif     ,2555,1847
RAIGAD,Ragi,1997,Kharif     ,12600,9700
RAIGAD,Ragi,1998,Kharif     ,12600,10100
RAIGAD,Ragi,1999,Kharif     ,11900,8700
RAIGAD,Ragi,2000,Kharif     ,11900,7900
RAIGAD,Ragi,2001,Kharif     ,11200,10100
RAIGAD,Ragi,2002,Kharif     ,11000,7200
RAIGAD,Ragi,2003,Kharif     ,11000,9600
RAIGAD,Ragi,2004,Kharif     ,10900,8300
RAIGAD,Ragi,2005,Kharif     ,10000,7700
RAIGAD,Ragi,2006,Kharif     ,10100,7400
RAIGAD,Ragi,2007,Kharif     ,10400,7700
RAIGAD,Ragi,2008,Kharif     ,10300,8800
RAIGAD,Ragi,2009,Kharif     ,10600,8700
RAIGAD,Ragi,2010,Kharif     ,10800,8300
RAIGAD,Ragi,2011,Kharif     ,11100,9500
RAIGAD,Ragi,2012,Kharif     ,11100,9100
RAIGAD,Ragi,2013,Kharif     ,11100,9400
RAIGAD,Ragi,2014,Kharif     ,8100,7700
RAIGAD,Ragi,2015,Kharif     ,7200,7200
RAIGAD,Ragi,2016,Kharif     ,6800,5600
RAIGAD,Ragi,2017,Kharif     ,6700,5300
RAIGAD,Ragi,2018,Kharif     ,4714,4360
RAIGAD,Ragi,2019,Kharif     ,4911,4008
RATNAGIRI,Ragi,1997,Kharif     ,19900,22400
RATNAGIRI,Ragi,1998,Kharif     ,19900,21500
RATNAGIRI,Ragi,1999,Kharif     ,19800,22700
RATNAGIRI,Ragi,2000,Kharif     ,18900,23200
RATNAGIRI,Ragi,2001,Kharif     ,18500,23300
RATNAGIRI,Ragi,2002,Kharif     ,18300,20500
RATNAGIRI,Ragi,2003,Kharif     ,18000,28200
RATNAGIRI,Ragi,2004,Kharif     ,17600,20700
RATNAGIRI,Ragi,2005,Kharif     ,18100,22000
RATNAGIRI,Ragi,2006,Kharif     ,17800,20500
RATNAGIRI,Ragi,2007,Kharif     ,17100,19100
RATNAGIRI,Ragi,2008,Kharif     ,17600,22800
RATNAGIRI,Ragi,2009,Kharif     ,17200,22300
RATNAGIRI,Ragi,2010,Kharif     ,17000,20700
RATNAGIRI,Ragi,2011,Kharif     ,17200,23400
RATNAGIRI,Ragi,2012,Kharif     ,16100,21300
RATNAGIRI,Ragi,2013,Kharif     ,16100,21900
RATNAGIRI,Ragi,2014,Kharif     ,16100,21400
RATNAGIRI,Ragi,2015,Kharif     ,13500,16100
RATNAGIRI,Ragi,2016,Kharif     ,13600,19200
RATNAGIRI,Ragi,2017,Kharif     ,14200,21400
RATNAGIRI,Ragi,2018,Kharif     ,14676,21351
RATNAGIRI,Ragi,2019,Kharif     ,10352,14540
SANGLI,Ragi,1997,Kharif     ,800,800
SANGLI,Ragi,1998,Kharif     ,800,1200
SANGLI,Ragi,1999,Kharif     ,800,1200
SANGLI,Ragi,2000,Kharif     ,900,1200
SANGLI,Ragi,2001,Kharif     ,900,1400
SANGLI,Ragi,2002,Kharif     ,500,700
SANGLI,Ragi,2003,Kharif     ,400,700
SANGLI,Ragi,2004,Kharif     ,400,500
SANGLI,Ragi,2005,Kharif     ,400,500
SANGLI,Ragi,2006,Kharif     ,100,100
SANGLI,Ragi,2007,Kharif     ,100,100
SANGLI,Ragi,2008,Kharif     ,100,100
SANGLI,Ragi,2009,Kharif     ,100,100
SANGLI,Ragi,2010,Kharif     ,100,200
SANGLI,Ragi,2011,Kharif     ,100,100
SATARA,Ragi,1997,Kharif     ,8800,8400
SATARA,Ragi,1998,Kharif     ,8900,13600
SATARA,Ragi,1999,Kharif     ,9500,11300
SATARA,Ragi,2000,Kharif     ,9300,10100
SATARA,Ragi,2001,Kharif     ,9000,12300
SATARA,Ragi,2002,Kharif     ,8900,9600
SATARA,Ragi,2003,Kharif     ,10100,18000
SATARA,Ragi,2004,Kharif     ,9100,7500
SATARA,Ragi,2005,Kharif     ,8400,4600
SATARA,Ragi,2006,Kharif     ,8800,6300
SATARA,Ragi,2007,Kharif     ,7700,5000
SATARA,Ragi,2008,Kharif     ,7400,3300
SATARA,Ragi,2009,Kharif     ,7300,5800
SATARA,Ragi,2010,Kharif     ,8100,8800
SATARA,Ragi,2011,Kharif     ,7400,7900
SATARA,Ragi,2012,Kharif     ,8000,7000
SATARA,Ragi,2013,Kharif     ,8000,9200
SATARA,Ragi,2014,Kharif     ,6600,6700
SATARA,Ragi,2015,Kharif     ,6800,7200
SATARA,Ragi,2016,Kharif     ,4500,4400
SATARA,Ragi,2017,Kharif     ,4500,5100
SATARA,Ragi,2018,Kharif     ,5361,5682
SATARA,Ragi,2019,Kharif     ,5361,5725
SINDHUDURG,Ragi,1997,Kharif     ,3300,3900
SINDHUDURG,Ragi,1998,Kharif     ,3200,3400
SINDHUDURG,Ragi,1999,Kharif     ,3200,3600
SINDHUDURG,Ragi,2000,Kharif     ,3200,3800
SINDHUDURG,Ragi,2001,Kharif     ,2900,3200
SINDHUDURG,Ragi,2002,Kharif     ,2700,2100
SINDHUDURG,Ragi,2003,Kharif     ,2800,4800
SINDHUDURG,Ragi,2004,Kharif     ,2700,3000
SINDHUDURG,Ragi,2005,Kharif     ,3000,3100
SINDHUDURG,Ragi,2006,Kharif     ,3000,3600
SINDHUDURG,Ragi,2007,Kharif     ,3000,3300
SINDHUDURG,Ragi,2008,Kharif     ,3000,3300
SINDHUDURG,Ragi,2009,Kharif     ,3100,3800
SINDHUDURG,Ragi,2010,Kharif     ,3200,3500
SINDHUDURG,Ragi,2011,Kharif     ,3200,3400
SINDHUDURG,Ragi,2012,Kharif     ,3200,3700
SINDHUDURG,Ragi,2013,Kharif     ,3200,5200
SINDHUDURG,Ragi,2014,Kharif     ,2400,3800
SINDHUDURG,Ragi,2015,Kharif     ,2100,3500
SINDHUDURG,Ragi,2016,Kharif     ,1800,3200
SINDHUDURG,Ragi,2017,Kharif     ,1800,2600
SINDHUDURG,Ragi,2018,Kharif     ,1832,2884
SINDHUDURG,Ragi,2019,Kharif     ,1315,2683
SOLAPUR,Ragi,2016,Kharif     ,100,50
SOLAPUR,Ragi,2019,Kharif     ,185,155
THANE,Ragi,1997,Kharif     ,17200,13700
THANE,Ragi,1998,Kharif     ,17000,13800
THANE,Ragi,1999,Kharif     ,17500,17000
THANE,Ragi,2000,Kharif     ,16900,7500
THANE,Ragi,2001,Kharif     ,16400,13500
THANE,Ragi,2002,Kharif     ,16000,6500
THANE,Ragi,2003,Kharif     ,16000,12400
THANE,Ragi,2004,Kharif     ,15900,16000
THANE,Ragi,2005,Kharif     ,15700,14300
THANE,Ragi,2006,Kharif     ,15800,12700
THANE,Ragi,2007,Kharif     ,15800,11500
THANE,Ragi,2008,Kharif     ,16000,13100
THANE,Ragi,2009,Kharif     ,16100,9900
THANE,Ragi,2010,Kharif     ,15800,8000
THANE,Ragi,2011,Kharif     ,16000,10400
THANE,Ragi,2012,Kharif     ,14100,11100
THANE,Ragi,2013,Kharif     ,14100,11400
THANE,Ragi,2014,Kharif     ,2500,1700
THANE,Ragi,2015,Kharif     ,300,200
THANE,Ragi,2016,Kharif     ,2100,3600
THANE,Ragi,2017,Kharif     ,2600,4000
THANE,Ragi,2018,Kharif     ,2685,2379
THANE,Ragi,2019,Kharif     ,2118,1522
AHMEDNAGAR,Rapeseed &Mustard,1998,Rabi       ,200,
AHMEDNAGAR,Rapeseed &Mustard,1999,Rabi       ,100,0
AHMEDNAGAR,Rapeseed &Mustard,2000,Rabi       ,200,100
AHMEDNAGAR,Rapeseed &Mustard,2001,Rabi       ,100,10
AHMEDNAGAR,Rapeseed &Mustard,2002,Rabi       ,100,10
AHMEDNAGAR,Rapeseed &Mustard,2003,Rabi       ,200,100
AHMEDNAGAR,Rapeseed &Mustard,2004,Rabi       ,200,0
